"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","videoname","Task.Version","Spreadsheet","Response","display","row_number","filename","Experiment.Version","Participant.OS","Participant.Browser","randomiser.t27m","date.of.birth.year","date.of.birth.month","sex","languages","response.6","response.6.text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response.4.1","response.4.2","response.4.3","response.4.4","response.4.text","response.5","Comments","block","SUBJECT","ITEM","RT","GROUP","AUDIO","VISUAL","PREDICT","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"4104","210719_a08",14866651,386.241911352673,260.252894912752,0,"grown?","61H","growl","aM","vNM","H","a","aMvNM",2.49378568290791,2.10754377155524,2.23353278799516,"61H_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14866651?filename=audioFile-106-2.weba","Block1",91,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-b6hw.csv",9,"Windows 10","Chrome 92.0.4515.107","Version1",28,4,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"Can depend on levels of background noise",1,1,"Everything worked well","","","","","","",4,"210719_a08","61H",260.252894912752,"a","aM","vNM","H","0","aMvNM",91,"4",28.3333333333333,"Female"
"4181","210719_a09",14867512,865.183058031507,589.780366519957,0,"discard_works","141L","wax","aM","vM","L","a","aMvM",2.80470452702281,1.9395214689913,2.21492416050285,"141L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14867512?filename=audioFile-45-2.weba","Block1",34,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",9,"Windows 10","Chrome 92.0.4515.131","Version4",50,2,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","",2,"210719_a09","141L",589.780366519957,"a","aM","vM","L","0","aMvM",34,"2",50.1666666666667,"Female"
"4274","210719_a10",14860025,450.950443088225,249.625465369825,0,"feet","113L","sheep","aM","vM","L","a","aMvM",2.26117108441075,1.81022064132253,2.01154561904093,"113L_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14860025?filename=audioFile-84-2.weba","Block1",71,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-8anv.csv",9,"Windows 10","Chrome 92.0.4515.107","Version2",22,9,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"I am aware that I need to speak louder and more clearly when wearing a face mask for others to be able to understand me. People wearing face masks sound a little bit muffled but I mostly understand what they are saying.",2,2,"","There were issues with the videos","","","","Occasionally in the final round the video lagged (although I wasn't sure if this was part of the study because it almost always froze just before the last word!)","",3,"210719_a10","113L",249.625465369825,"a","aM","vM","L","0","aMvM",71,"3",22.75,"Female"
"4282","210719_a10",14860025,400.478652186781,204.812642678961,0,"spoon?","121L","spool","aM","vM","L","a","aMvM",2.53141717743476,2.13093852524798,2.3266045347558,"121L_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14860025?filename=audioFile-111-2.weba","Block1",96,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-8anv.csv",9,"Windows 10","Chrome 92.0.4515.107","Version2",22,9,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"I am aware that I need to speak louder and more clearly when wearing a face mask for others to be able to understand me. People wearing face masks sound a little bit muffled but I mostly understand what they are saying.",2,2,"","There were issues with the videos","","","","Occasionally in the final round the video lagged (although I wasn't sure if this was part of the study because it almost always froze just before the last word!)","",4,"210719_a10","121L",204.812642678961,"a","aM","vM","L","0","aMvM",96,"4",22.75,"Female"
"4672","210719_c08",15216048,488.9703478551,345.81026819824,0,"discard_talk coin","27H","coin","aM","vNM","H","c","aMvNM",2.88306616146518,2.39409581361008,2.53725589326694,"27H_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=27HaMvNMmp4-34-2.weba","Block1",25,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","",1,"210719_c08","27H",345.81026819824,"c","aM","vNM","H","0","aMvNM",25,"1",10.4166666666667,"Female"
"4673","210719_c08",15216048,646.096392185971,302.755122344681,0,"discard_pots","28L","cops","aM","vM","L","c","aMvM",3.02842376540721,2.38232737322124,2.72566864306253,"28L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=28LaMvMmp4-87-2.weba","Block1",74,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","",3,"210719_c08","28L",302.755122344681,"c","aM","vM","L","0","aMvM",74,"3",10.4166666666667,"Female"
"4677","210719_c08",15216048,420.167976414502,265.207631586932,0,"discard_ssss","31H","crib","aM","vNM","H","c","aMvNM",2.33005896665186,1.90989099023736,2.06485133506493,"31H_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=31HaMvNMmp4-93-2.weba","Block1",80,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","",3,"210719_c08","31H",265.207631586932,"c","aM","vNM","H","0","aMvNM",80,"3",10.4166666666667,"Female"
"4678","210719_c08",15216048,627.366560640273,457.337005217593,0,"unsure_croc","32L","crop","aM","vM","L","c","aMvM",2.94515210081843,2.31778554017816,2.48781509560084,"32L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=32LaMvMmp4-117-2.weba","Block1",102,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","",4,"210719_c08","32L",457.337005217593,"c","aM","vM","L","0","aMvM",102,"4",10.4166666666667,"Female"
"4683","210719_c08",15216048,454.952912292741,327.692811282632,0,"discard_gun","38H","den","aM","vM","H","c","aMvM",2.89804394418489,2.44309103189215,2.57035113290226,"38H_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=38HaMvMmp4-35-2.weba","Block1",26,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","",1,"210719_c08","38H",327.692811282632,"c","aM","vM","H","0","aMvM",26,"1",10.4166666666667,"Female"
"4694","210719_c08",15216048,390.842512314378,139.343201272738,0,"unsure_flop?","51L","flock","aM","vNM","L","c","aMvNM",2.61582090517223,2.22497839285785,2.47647770389949,"51L_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=51LaMvNMmp4-15-2.weba","Block1",6,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","",1,"210719_c08","51L",139.343201272738,"c","aM","vNM","L","0","aMvNM",6,"1",10.4166666666667,"Female"
"4700","210719_c08",15216048,459.760879770231,315.292725008332,0,"discard_great beam?","5H","beam","aM","vM","H","c","aMvM",2.74598133882793,2.2862204590577,2.4306886138196,"5H_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=5HaMvMmp4-98-2.weba","Block1",85,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","",3,"210719_c08","5H",315.292725008332,"c","aM","vM","H","0","aMvM",85,"3",10.4166666666667,"Female"
"4764","210719_c27",15318438,197.486845177923,-8.78068355775685,0,"shtrap?","126H","strap","aNM","vNM","H","c","aNMvNM",2.22796463115758,2.03047778597966,2.23674531471534,"126H_aNM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15318438?filename=126HaNMvNMmp4-16-2.weba","Block1",7,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.131","Version3",10,0,"Female","English","Born and raised in the UK","","I don't know",4,1,"",1,1,"Everything worked well","","","","","twice the video paused itself","no",1,"210719_c27","126H",-8.78068355775685,"c","aNM","vNM","H","0","aNMvNM",7,"1",10,"Female"
"4783","210719_c27",15318438,231.453582595191,-32.8977735368889,0,"car?","17L","calf","aNM","vNM","L","c","aNMvNM",2.92500629630507,2.69355271370988,2.95790406984196,"17L_aNM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15318438?filename=17LaNMvNMmp4-17-2.weba","Block1",8,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",9,"Windows 10","Chrome 92.0.4515.131","Version3",10,0,"Female","English","Born and raised in the UK","","I don't know",4,1,"",1,1,"Everything worked well","","","","","twice the video paused itself","no",1,"210719_c27","17L",-32.8977735368889,"c","aNM","vNM","L","0","aNMvNM",8,"1",10,"Female"
"4870","210719_c43",14729926,929.697001693882,725.427494118122,0,"pool","121H","spool","aM","vNM","H","c","aMvNM",2.80861129071596,1.87891428902208,2.08318379659784,"121H_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-70-2.weba","Block1",59,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","",2,"210719_c43","121H",725.427494118122,"c","aM","vNM","H","0","aMvNM",59,"2",11.8333333333333,"Male"
"4878","210719_c43",14729926,676.381510572399,451.306117546479,0,"throats_also th too weak","133H","throat","aM","vM","H","c","aMvM",2.79315549544235,2.11677398486995,2.34184937789587,"133H_aM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-74-2.weba","Block1",61,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","",3,"210719_c43","133H",451.306117546479,"c","aM","vM","H","0","aMvM",61,"3",11.8333333333333,"Male"
"4891","210719_c43",14729926,875.253208178212,531.911938336922,0,"co..cops","28L","cops","aM","vNM","L","c","aMvNM",3.25758058139945,2.38232737322124,2.72566864306253,"28L_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-22-2.weba","Block1",13,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","",1,"210719_c43","28L",531.911938336922,"c","aM","vNM","L","0","aMvNM",13,"1",11.8333333333333,"Male"
"4895","210719_c43",14729926,977.958522999633,807.928967576953,0,"crap","32L","crop","aM","vNM","L","c","aMvNM",3.29574406317779,2.31778554017816,2.48781509560084,"32L_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-91-2.weba","Block1",78,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","",3,"210719_c43","32L",807.928967576953,"c","aM","vNM","L","0","aMvNM",78,"3",11.8333333333333,"Male"
"4899","210719_c43",14729926,799.950805934453,707.646963943093,0,"dent","38L","den","aM","vM","L","c","aMvM",2.86926676734711,2.06931596141266,2.16161980340402,"38L_aM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-59-2.weba","Block1",48,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","",2,"210719_c43","38L",707.646963943093,"c","aM","vM","L","0","aMvM",48,"2",11.8333333333333,"Male"
"4920","210719_c43",14729926,610.710755525644,381.890676502674,0,"discard_k..kick","74H","kick","aNM","vM","H","c","aNMvM",2.99071206183083,2.38000130630519,2.60882138532816,"74H_aNM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-109-2.weba","Block1",94,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","",4,"210719_c43","74H",381.890676502674,"c","aNM","vM","H","0","aNMvM",94,"4",11.8333333333333,"Male"
"4981","210719_c45",15153565,1079.48920686659,866.978653138534,0,"jug?","46L","drug","aM","vM","L","c","aMvM",2.91261449525366,1.83312528838707,2.04563584211513,"46L_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15153565?filename=46LaMvMmp4-35-2.weba","Block1",26,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",9,"Windows 7","Chrome 89.0.4389.90","Version2",10,9,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"Noticed my daughter has to concentrate on listening more then usual",1,1,"Everything worked well","","","","","","",1,"210719_c45","46L",866.978653138534,"c","aM","vM","L","0","aMvM",26,"1",10.75,"Female"
"4982","210719_c45",15153565,930.915860889182,825.721107802752,0,"draf?","47H","drum","aM","vNM","H","c","aMvNM",3.12096774528119,2.19005188439201,2.29524663747844,"47H_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15153565?filename=47HaMvNMmp4-69-2.weba","Block1",58,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",9,"Windows 7","Chrome 89.0.4389.90","Version2",10,9,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"Noticed my daughter has to concentrate on listening more then usual",1,1,"Everything worked well","","","","","","",2,"210719_c45","47H",825.721107802752,"c","aM","vNM","H","0","aMvNM",58,"2",10.75,"Female"
"5002","210719_c45",15153565,790.217861159392,465.585569492792,0,"not?","91H","notch","aM","vNM","H","c","aMvNM",2.50823738513125,1.71801952397186,2.04265181563846,"91H_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15153565?filename=91HaMvNMmp4-82-2.weba","Block1",69,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",9,"Windows 7","Chrome 89.0.4389.90","Version2",10,9,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"Noticed my daughter has to concentrate on listening more then usual",1,1,"Everything worked well","","","","","","",3,"210719_c45","91H",465.585569492792,"c","aM","vNM","H","0","aMvNM",69,"3",10.75,"Female"
"5022","210719_c51",15126922,3256.02269067494,2953.65650477739,0,"sail? or unreleased k?","114L","silk","aNM","vM","L","c","aNMvM",5.10431323187387,1.84829054119893,2.15065672709648,"114L_aNM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=114LaNMvMmp4-36-2.weba","Block1",27,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.",1,"210719_c51","114L",2953.65650477739,"c","aNM","vM","L","0","aNMvM",27,"1",10.5,"Female"
"5053","210719_c51",15126922,1579.80131804652,1158.45128901051,0,"unrealised s?","20L","chunks","aM","vNM","L","c","aMvNM",4.0002657046778,2.42046438663128,2.84181441566729,"20L_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=20LaMvNMmp4-26-2.weba","Block1",17,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.",1,"210719_c51","20L",1158.45128901051,"c","aM","vNM","L","0","aMvNM",17,"1",10.5,"Female"
